ser,date,text,label
3994,8/13/2020 9:59,For waiting on virus aid no new relief in sight Congress,negative
3995,7/29/2020 16:21,For Colorado the COVID19 pandemic forced the agency to put transformation at the top of it is agenda Read the,positive
3996,7/31/2020 18:20,For follow ! Learn more about how works to promote the of Pacific with by,positive
3997,8/10/2020 15:43,For with mental health and SUD COVID19 limited access to treatment and recovery,positive
3998,8/10/2020 16:04,For who are in their posted guidance that may be helpful R,positive
3999,8/4/2020 5:15,For Prophylaxis against COVID19 the following QUERCETIN 500mg 1 or 2 a day and,positive
4000,7/25/2020 12:16,For all who can do this enjoy ! Covid19,positive
4001,7/29/2020 16:04,For all you COVID19 conspiracy ' are now dying every six from COVID19 ' here,negative
4002,8/9/2020 3:12,For all you ' s this article will likely make you clutch your even How the hell are you not,neutral
4003,7/31/2020 18:41,For anyone who is saying is to blame for COVID19 due to his inaction please read be,negative
4004,8/14/2020 1:36,For anyone who needs it 18002738255 Chat COVID19,negative
4005,8/6/2020 15:03,For building relevant and competitive in the COVID19 market will mean making,neutral
4006,8/6/2020 16:35,For the loss of normal and can lead to of anxiety fear and worry,negative
4007,8/18/2020 16:20,For every person who of COVID19 nine close family are affected The effects of the pandemic will,negative
4008,7/25/2020 11:35,For to be millions would die and the health care system would collapse after of,negative
4009,7/25/2020 11:55,For me that pretty a preCOVID19 ! pixie cut wearing when I want not,negative
4010,7/25/2020 0:50,For my COVID19,neutral
4011,7/26/2020 7:46,For nearly a week more than 1000 a day have of COVID19,negative
4012,8/6/2020 15:17,For COVID19 been particularly as and child care closed or switched to dis,positive
4013,8/6/2020 15:33,For people with mental health and substance use COVID19 of anxiety and,positive
4014,8/29/2020 20:48,For some is more than just a term ; it is a Since COVID19 closed many,negative
4015,8/2/2020 21:17,For some reason this painting me of COVID19 an almost unnoticeable menace in the Art,negative
4016,7/28/2020 3:04,For the I only trust medical crowd this should harden your,positive
4017,8/22/2020 5:20,For the first time since 26 the 7 average number of in the US from CoVid19 be,negative
4018,8/9/2020 6:58,For the time COVID19 is not the flu 4x have from the than the flu so far,negative
4019,7/29/2020 16:06,For the time I thought governmental censorship was a universally evil breach upon the freedom of speech N,negative
4020,7/31/2020 18:17,For the past 4 been working alongside an amazing team of and to desi,neutral
4021,8/1/2020 17:27,For the people in the back Ill repeat what myriad have pointed out the percentage of that,neutral
4022,7/29/2020 16:29,For the record this WAS NOT a fun test but the trip to was worth it TRAVEL ! Just be responsible enough to,positive
4023,8/14/2020 5:00,For the safety of our and and to help control the spread of COVID19 and,positive
4024,8/18/2020 17:59,For the 15minute COVID19 chartered ; For a single mask a package of a,positive
4025,7/31/2020 18:26,For the truth COVID19,positive
4026,8/2/2020 21:05,For those in and stay safe during ! Check out to find,positive
4027,8/10/2020 15:50,For those like who care more about football than it is here is the heartbreaking story of an,negative
4028,7/27/2020 3:30,For those of you who believe in God and that God her attention on youve got to assume at this p,negative
4029,8/8/2020 11:57,For those that can try ; limit unnecessary where around people IE limit unnecessary,neutral
4030,8/8/2020 14:13,For those who mourn lost for whether amateur or professional here ' s sobering news regarding,negative
4031,8/4/2020 3:35,For those who our out in the San area COVID19 testing become more widely available for anyone,positive
4032,8/2/2020 18:09,For those with mask that have been in place for a while when do you start seeing an impact ,positive
4033,8/30/2020 8:19,For true control on COVID19 all just issue a simple,positive
4034,8/22/2020 1:36,For the scare media and tried to shame who were Sturgis2020 over COVID19 Now,negative
4035,7/29/2020 16:12,For I ' been fighting for to get the medical and financial compensation they deserve and as,positive
4036,7/25/2020 4:25,For you to maintain safety this pandemic period you will need a face shield Shop,positive
4037,7/29/2020 16:05,Blindly following lead of POTUS45 ! keep getting ; ; keeping COVID19,negative
4038,7/25/2020 1:30,Forbidden to help but unable to resist her very existence to help the warrior Can two bound,positive
4039,7/29/2020 16:14,Those who took went down 90 % Those who went up 900 % CA,negative
4040,8/17/2020 4:43,The prime minister of the country ' s general election by a month to 17,neutral
4041,8/22/2020 3:00,Forget the COVID19 pandemic coming at 2pm ,negative
4042,8/11/2020 7:44,Former Commission on Chair away on the agency said over 2,neutral
4043,7/30/2020 20:20,Former presidential candidate Cain who as the of Pizza for of,neutral
4044,8/22/2020 0:59,Former New Jersey Dick if COVID19 continue sports could be heading back to,negative
4045,7/25/2020 4:21,Former employee Sam ' s Club after being forced to wear face mask Fresno,negative
4046,8/8/2020 14:15,will resume spending when safe due to reservoir of equity built prior COVID19,positive
4047,7/27/2020 2:05,Does anyone not take issue with US will finally use testing method WHAT bee,positive
4048,7/31/2020 19:00,Fossil degrade our environment and pollute our atmosphere but also negatively affect human health specifical,negative
4049,8/16/2020 3:00,Fought with my tonight about how being sent to right now can be a death sentence with COVID19,negative
4050,7/25/2020 5:02,Found out today that my cousin and her husband both tested positive for COVID19 they have two one is still a,negative
4051,7/25/2020 8:58,Found the word a to all the people who were my a few days back COVID19,negative
4052,8/22/2020 1:06,Found this And they say history doesnt repeat it COVID19,neutral
4053,7/31/2020 19:03,Pathologist Blood Were Found In ' Almost Every Organ ' Of ,neutral
4054,7/25/2020 12:23,Four reflect on their response to the pandemic click the lin,negative
4055,8/8/2020 11:45,Four into this pandemic have partially primarily service on,neutral
4056,7/31/2020 18:11,Four northwest show increase in COVID19,negative
4057,8/12/2020 7:07,Fourteen New COVID19 in County Four New COVID19 in County COVID19 in,negative
4058,7/25/2020 0:38,As a of I encourage you to understand that of ; disabled have due to 2016,positive
4059,8/8/2020 12:40,Despite their land mass 10 % of South residence have contracted COVID19 which is a high number s,negative
4060,8/10/2020 16:25,is always about money he little about the people ' s COVID19,neutral
4061,7/28/2020 6:18,Brought to you by along with other Trump 146000 Dead include,negative
4062,7/27/2020 4:06,FrancisFu8 Who if the US down a consulate The whole world,neutral
4063,8/2/2020 18:08,God I hate your ; fasting so I will,negative
4064,8/22/2020 2:11,The US 25 % of all COVID19 and less than 5 % of the population ! The US,negative
4065,8/29/2020 21:31,Mac and Mae Announce New Adverse Market Refinance Fee,neutral
4066,8/11/2020 10:08,s latest attempt at distraction is football ! 162KDead from Covid19 ; rising 5Million,negative
4067,7/25/2020 10:56,Free COVID19 Testing Mon 27 Shopping Center 7933 930am,positive
4068,8/8/2020 12:41,Free COVID19 testing in today from 9 am until 3 No appointment necessary Help us,positive
4069,8/8/2020 12:00,Free COVID19 testing in today No appointment,positive
4070,8/8/2020 13:00,Free COVID19 testing is taking place from now until noon at the Park Church in Silver Spring,positive
4071,8/8/2020 13:30,Free In My News Kill On Contact natural,neutral
4072,8/30/2020 4:00,Free To Estate Seminar 16th 67 Zoom Video,neutral
4073,7/31/2020 17:30,Free Member ! The psychological impact of COVID19 cannot be This will discuss the,negative
4074,8/4/2020 3:22,Free for Making a Covid19,positive
4075,7/28/2020 3:05,Free COVID19 training course from,positive
4076,8/29/2020 20:10,Free natural In My News Kill On Contact,neutral
4077,8/29/2020 22:05,Free on COVID19 Partner Update How to Protect K12 School Staff by August 31 3,positive
4078,8/1/2020 16:54,Free weight loss and keto diet guide fitness keto,negative
4079,8/1/2020 18:50,Freedom !!! I am so grateful to everyone who had to wear a mask ; other ways to stop the spread of COVID19,positive
4080,8/11/2020 8:21,one elementary school it is entire second grade teaching staff out with,neutral
4081,7/31/2020 17:30,Frequent hand washing is the best way to prevent infection from COVID19 If soap ; water are unavailable hand san,positive
4082,8/16/2020 8:53,He was on blood and had a fall and brain and a hematoma is the word but we p,neutral
4083,7/31/2020 18:57,31 Covid19 Update 4 additional noted between 723 ; 726 The death,negative
4084,7/25/2020 2:33,night and just fixed my 2nd Pine Sol cocktail of the night and me immune from COVID19,negative
4085,7/25/2020 0:50,nights in a little more interesting now that Bar ; Grill added outside dining for,neutral
4086,8/7/2020 13:03,Were you aware of the dramatic increase in food insecurity due to COVID19 ? A shift in our mission,negative
4087,7/25/2020 1:33,I am very happy to say on our today to gas up in the 3 we in western,positive
4088,8/14/2020 2:40,Friendly reminder no fee Journal of Nephrology Social Work is always looking for,positive
4089,8/11/2020 10:05,Friendly reminder to wear a mask to keep yourself and safe ! covid19,positive
4090,8/16/2020 2:29,do not let movie alone on night,neutral
4091,8/8/2020 13:51,Breakdown Why Trump ' s Economy Was STRONG Can ' t,negative
4092,7/25/2020 1:10,From 900 2100 on 724 we COVID19 related health for ,negative
4093,7/26/2020 2:38,From 900 on 725 to 2100 on 725 we COVID19 related health for Search for al,negative
4094,7/26/2020 3:19,From hit is,neutral
4095,7/25/2020 2:10,From to COVID19 is hurting as struggle to cope with supply chain What ca,negative
4096,7/25/2020 1:25,From All Community Church Join us again this for special joint service with Mount,neutral
4097,7/31/2020 17:36,From Homelessness and COVID19 A Looming Crisis COVID19 is,negative
4098,8/18/2020 17:36,From contributor Baker of market the virus blues so far,negative
4099,8/18/2020 16:35,From Bill Lee Small Business Relief Program expanded to include additional adversely,neutral
4100,8/4/2020 4:20,From me today to share his on what been doing rig,neutral
4101,8/2/2020 18:20,From a better understanding of COVID19 testing and transferability,positive
4102,8/6/2020 15:35,From 21 Pandemic to Prosperity report Despite ongoing about quality ; completeness of Covid19 case,negative
4103,7/27/2020 4:21,From a friend of mine If you want to save money this just tell the that didnt make i,neutral
4104,7/31/2020 19:16,From brain fog to heart damage COVID19s alarm COVID19 health,negative
4105,8/18/2020 17:30,From day 2 of ' s 2020 Virtual Director of ; Policy Analysis Holly Wade and ' s,neutral
4106,8/6/2020 16:33,From everyday care to behavioral health and health are looking to virtual care We ' so,positive
4107,8/6/2020 16:25,From health and agriculture to business and is supporting the people of through t,positive
4108,7/29/2020 16:30,From making drug to fighting food insecurity here is a roundup of the latest news fe,negative
4109,8/10/2020 15:37,From now on when the US pandemic death are it must be that theyre mostly PREVENTABLE DE,negative
4110,8/18/2020 17:42,From our President This is an opportunity for us to work creatively with our to advance what we think is,neutral
4111,8/2/2020 20:05,From our Market breakdown of the year the global pandemic the jewelry trade show s,neutral
4112,8/18/2020 17:00,From people first to new here are 5 key should consider as,neutral
4113,7/26/2020 8:56,From the 2020 issue of Land Line A Broker Battle After the COVID19 pandemic with broker,negative
4114,8/6/2020 15:42,From the Knowing how COVID19 can help prevent getting and spreading the virus Help protect y,positive
4115,7/31/2020 19:05,From the COVID19 briefing were up 752 to 42511 today are up three to 5,negative
4116,7/29/2020 16:11,From the story ' s hearing General in person footage from,neutral
4117,7/29/2020 16:00,From to distribution these share how they continue to support the,positive
4118,8/8/2020 12:50,From your to the Sadly I dont think the US will ever properly lock down,negative
4119,7/28/2020 5:51,Front line medical on covid19,positive
4120,8/6/2020 15:20,and community support and engagement in the fight against deadly many of the,positive
